ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u32, SumSQ.u32, Count.u64, Min.u32, Max.u32, Sum.u64, SumSQ.u64, Min.u64, Max.u64
polarfly_network.rtr8, width_adj_count, port3, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr8, xbar_stalls, port0, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr8, xbar_stalls, port1, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr8, xbar_stalls, port2, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr8, xbar_stalls, port3, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr8, xbar_stalls, port4, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9:topology, hopcount1, , Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9:topology, hopcount2, , Accumulator, 13420108, 0, 2, 2, 2, 1, 1, 0, 0, 0, 0
polarfly_network.rtr9:topology, hopcount3, , Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9:topology, hopcount4, , Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, send_bit_count, port0, Accumulator, 13420108, 0, 0, 0, 2, 0, 0, 784, 309376, 360, 424
polarfly_network.rtr9, send_packet_count, port0, Accumulator, 13420108, 0, 0, 0, 2, 0, 0, 2, 2, 1, 1
polarfly_network.rtr9, output_port_stalls, port0, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, idle_time, port0, Accumulator, 13420108, 0, 0, 0, 3, 0, 0, 13394108, 81774391421446, 638634, 6465713
polarfly_network.rtr9, width_adj_count, port0, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, send_bit_count, port1, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, send_packet_count, port1, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, output_port_stalls, port1, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, idle_time, port1, Accumulator, 13420108, 0, 0, 0, 1, 0, 0, 13420108, 180099298731664, 13420108, 13420108
polarfly_network.rtr9, width_adj_count, port1, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, send_bit_count, port2, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, send_packet_count, port2, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, output_port_stalls, port2, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, idle_time, port2, Accumulator, 13420108, 0, 0, 0, 1, 0, 0, 13420108, 180099298731664, 13420108, 13420108
polarfly_network.rtr9, width_adj_count, port2, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, send_bit_count, port3, Accumulator, 13420108, 0, 0, 0, 2, 0, 0, 784, 309376, 360, 424
polarfly_network.rtr9, send_packet_count, port3, Accumulator, 13420108, 0, 0, 0, 2, 0, 0, 2, 2, 1, 1
polarfly_network.rtr9, output_port_stalls, port3, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, idle_time, port3, Accumulator, 13420108, 0, 0, 0, 3, 0, 0, 13394108, 83031057832282, 535200, 6615009
polarfly_network.rtr9, width_adj_count, port3, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, send_bit_count, port4, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, send_packet_count, port4, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, output_port_stalls, port4, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, idle_time, port4, Accumulator, 13420108, 0, 0, 0, 1, 0, 0, 13420108, 180099298731664, 13420108, 13420108
polarfly_network.rtr9, width_adj_count, port4, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, xbar_stalls, port0, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, xbar_stalls, port1, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, xbar_stalls, port2, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, xbar_stalls, port3, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr9, xbar_stalls, port4, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10:topology, hopcount1, , Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10:topology, hopcount2, , Accumulator, 13420108, 0, 2, 2, 2, 1, 1, 0, 0, 0, 0
polarfly_network.rtr10:topology, hopcount3, , Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10:topology, hopcount4, , Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10, send_bit_count, port0, Accumulator, 13420108, 0, 0, 0, 2, 0, 0, 784, 309376, 360, 424
polarfly_network.rtr10, send_packet_count, port0, Accumulator, 13420108, 0, 0, 0, 2, 0, 0, 2, 2, 1, 1
polarfly_network.rtr10, output_port_stalls, port0, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10, idle_time, port0, Accumulator, 13420108, 0, 0, 0, 3, 0, 0, 13394108, 83284980554394, 508000, 6465713
polarfly_network.rtr10, width_adj_count, port0, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10, send_bit_count, port1, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10, send_packet_count, port1, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10, output_port_stalls, port1, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10, idle_time, port1, Accumulator, 13420108, 0, 0, 0, 1, 0, 0, 13420108, 180099298731664, 13420108, 13420108
polarfly_network.rtr10, width_adj_count, port1, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10, send_bit_count, port2, Accumulator, 13420108, 0, 0, 0, 2, 0, 0, 784, 309376, 360, 424
polarfly_network.rtr10, send_packet_count, port2, Accumulator, 13420108, 0, 0, 0, 2, 0, 0, 2, 2, 1, 1
polarfly_network.rtr10, output_port_stalls, port2, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10, idle_time, port2, Accumulator, 13420108, 0, 0, 0, 3, 0, 0, 13394108, 82323596725786, 597851, 6615009
polarfly_network.rtr10, width_adj_count, port2, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10, send_bit_count, port3, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10, send_packet_count, port3, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10, output_port_stalls, port3, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10, idle_time, port3, Accumulator, 13420108, 0, 0, 0, 1, 0, 0, 13420108, 180099298731664, 13420108, 13420108
polarfly_network.rtr10, width_adj_count, port3, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10, send_bit_count, port4, Accumulator, 13420108, 0, 0, 0, 4, 0, 0, 1568, 618752, 360, 424
polarfly_network.rtr10, send_packet_count, port4, Accumulator, 13420108, 0, 0, 0, 4, 0, 0, 4, 4, 1, 1
polarfly_network.rtr10, output_port_stalls, port4, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10, idle_time, port4, Accumulator, 13420108, 0, 0, 0, 5, 0, 0, 13368108, 63287038895014, 535200, 5677910
polarfly_network.rtr10, width_adj_count, port4, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10, xbar_stalls, port0, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10, xbar_stalls, port1, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10, xbar_stalls, port2, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10, xbar_stalls, port3, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr10, xbar_stalls, port4, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11:topology, hopcount1, , Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11:topology, hopcount2, , Accumulator, 13420108, 0, 2, 2, 2, 1, 1, 0, 0, 0, 0
polarfly_network.rtr11:topology, hopcount3, , Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11:topology, hopcount4, , Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11, send_bit_count, port0, Accumulator, 13420108, 0, 0, 0, 2, 0, 0, 784, 309376, 360, 424
polarfly_network.rtr11, send_packet_count, port0, Accumulator, 13420108, 0, 0, 0, 2, 0, 0, 2, 2, 1, 1
polarfly_network.rtr11, output_port_stalls, port0, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11, idle_time, port0, Accumulator, 13420108, 0, 0, 0, 3, 0, 0, 13394108, 81774391421446, 638634, 6465713
polarfly_network.rtr11, width_adj_count, port0, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11, send_bit_count, port1, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11, send_packet_count, port1, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11, output_port_stalls, port1, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11, idle_time, port1, Accumulator, 13420108, 0, 0, 0, 1, 0, 0, 13420108, 180099298731664, 13420108, 13420108
polarfly_network.rtr11, width_adj_count, port1, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11, send_bit_count, port2, Accumulator, 13420108, 0, 0, 0, 2, 0, 0, 784, 309376, 360, 424
polarfly_network.rtr11, send_packet_count, port2, Accumulator, 13420108, 0, 0, 0, 2, 0, 0, 2, 2, 1, 1
polarfly_network.rtr11, output_port_stalls, port2, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11, idle_time, port2, Accumulator, 13420108, 0, 0, 0, 3, 0, 0, 13394108, 82471055078646, 597851, 6745643
polarfly_network.rtr11, width_adj_count, port2, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11, send_bit_count, port3, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11, send_packet_count, port3, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11, output_port_stalls, port3, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11, idle_time, port3, Accumulator, 13420108, 0, 0, 0, 1, 0, 0, 13420108, 180099298731664, 13420108, 13420108
polarfly_network.rtr11, width_adj_count, port3, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11, send_bit_count, port4, Accumulator, 13420108, 0, 0, 0, 4, 0, 0, 1568, 618752, 360, 424
polarfly_network.rtr11, send_packet_count, port4, Accumulator, 13420108, 0, 0, 0, 4, 0, 0, 4, 4, 1, 1
polarfly_network.rtr11, output_port_stalls, port4, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11, idle_time, port4, Accumulator, 13420108, 0, 0, 0, 5, 0, 0, 13368108, 67028994697466, 535200, 5808544
polarfly_network.rtr11, width_adj_count, port4, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11, xbar_stalls, port0, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11, xbar_stalls, port1, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11, xbar_stalls, port2, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11, xbar_stalls, port3, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr11, xbar_stalls, port4, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr12:topology, hopcount1, , Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr12:topology, hopcount2, , Accumulator, 13420108, 0, 2, 2, 2, 1, 1, 0, 0, 0, 0
polarfly_network.rtr12:topology, hopcount3, , Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr12:topology, hopcount4, , Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr12, send_bit_count, port0, Accumulator, 13420108, 0, 0, 0, 2, 0, 0, 784, 309376, 360, 424
polarfly_network.rtr12, send_packet_count, port0, Accumulator, 13420108, 0, 0, 0, 2, 0, 0, 2, 2, 1, 1
polarfly_network.rtr12, output_port_stalls, port0, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr12, idle_time, port0, Accumulator, 13420108, 0, 0, 0, 3, 0, 0, 13394108, 83284980554394, 508000, 6465713
polarfly_network.rtr12, width_adj_count, port0, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr12, send_bit_count, port1, Accumulator, 13420108, 0, 0, 0, 4, 0, 0, 1568, 618752, 360, 424
polarfly_network.rtr12, send_packet_count, port1, Accumulator, 13420108, 0, 0, 0, 4, 0, 0, 4, 4, 1, 1
polarfly_network.rtr12, output_port_stalls, port1, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr12, idle_time, port1, Accumulator, 13420108, 0, 0, 0, 4, 0, 0, 13368108, 65900844652742, 24657, 6427056
polarfly_network.rtr12, width_adj_count, port1, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr12, send_bit_count, port2, Accumulator, 13420108, 0, 0, 0, 4, 0, 0, 1568, 618752, 360, 424
polarfly_network.rtr12, send_packet_count, port2, Accumulator, 13420108, 0, 0, 0, 4, 0, 0, 4, 4, 1, 1
polarfly_network.rtr12, output_port_stalls, port2, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr12, idle_time, port2, Accumulator, 13420108, 0, 0, 0, 5, 0, 0, 13368108, 41969072780582, 535200, 3667746
polarfly_network.rtr12, width_adj_count, port2, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr12, send_bit_count, port3, Accumulator, 13420108, 0, 0, 0, 2, 0, 0, 784, 309376, 360, 424
polarfly_network.rtr12, send_packet_count, port3, Accumulator, 13420108, 0, 0, 0, 2, 0, 0, 2, 2, 1, 1
polarfly_network.rtr12, output_port_stalls, port3, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr12, idle_time, port3, Accumulator, 13420108, 0, 0, 0, 3, 0, 0, 13394108, 67367502518994, 2580815, 6465713
polarfly_network.rtr12, width_adj_count, port3, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr12, send_bit_count, port4, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr12, send_packet_count, port4, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr12, output_port_stalls, port4, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr12, idle_time, port4, Accumulator, 13420108, 0, 0, 0, 1, 0, 0, 13420108, 180099298731664, 13420108, 13420108
polarfly_network.rtr12, width_adj_count, port4, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr12, xbar_stalls, port0, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr12, xbar_stalls, port1, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr12, xbar_stalls, port2, Accumulator, 13420108, 0, 0, 0, 6, 0, 0, 6, 6, 1, 1
polarfly_network.rtr12, xbar_stalls, port3, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
polarfly_network.rtr12, xbar_stalls, port4, Accumulator, 13420108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
